events,wiki_id
"['stop', 'start', 'reveal', 'break', 'lend', 'live', 'record', 'break', 'gon', 'think', 'choose', 'graduate', 'discover', 'recognize', 'run', 'abscond', 'leave', 'take', 'pursue', 'recognize', 'start', 'reject', 'have', 'start', 'reveal', 'hide', 'graduate', 'tell', 'stay', 'abscond', 'leave', 'take', 'call', 'pay', 'learn', 'go', 'go', 'threaten', 'see', 'come', 'go', 'go']",1282593
['use'],7504323
"['get', 'live', 'find', 'tell']",7675415
[],3109393
"['want', 'decline', 'hesitate', 'convey', 'adopt', 'try', 'refuse', 'avoid', 'get', 'manage', 'decide', 'plan', 'meet', 'leave', 'dare', 'leave', 'leave', 'introduce', 'tell', 'explain', 'try', 'keep', 'live', 'request', 'invite', 'hear', 'realise', 'make', 'catch', 'request', 'request']",7580720
"['say', 'remain', 'faint', 'break', 'allow', 'recant', 'execute']",457561
[],32137084
"['witness', 'speak', 'hire']",4072739
"['go', 'hide', 'find', 'leave', 'do', 'come', 'refuse', 'sacrifice', 'reveal', 'accept', 'seek', 'complete', 'complete', 'come', 'fall', 'discover', 'convince']",8034072
"['confess', 'love', 'think', 'ring', 'yell', 'rush', 'try', 'challenge', 'strike', 'spill', 'catch', 'wish', 'do', 'revive']",3470969
"['befriend', 'have', 'decline', 'flee', 'reveal', 'choose', 'make', 'sleep', 'return', 'return', 'commit', 'learn', 'kill', 'flee', 'make', 'sleep', 'return', 'sleep', 'recite', 'move', 'try', 'decline', 'endanger']",4016437
"['live', 'patrol', 'step', 'hit', 'attract', 'witness', 'bring', 'develop', 'take', 'make', 'storm', 'prepare', 'find', 'pick', 'leave', 'sit', 'take', 'decide', 'prefer', 'call', 'come', 'maintain', 'seat', 'end', 'lose', 'take', 'have', 'go', 'realize', 'leave', 'ask', 'walk', 'escape', 'say', 'come', 'want', 'insist']",17060199
[],7481126
"['seek', 'meet', 'turn', 'discover', 'read']",9031450
"['start', 'exhale', 'speak', 'compliment', 'become', 'demonstrate', 'remind', 'stand', 'tell', 'tell', 'call', 'keep', 'dunk', 'jump', 'pretend', 'confess', 'like', 'want']",1520023
[],14582951
"['see', 'tell', 'want', 'pack', 'decide', 'live', 'decide', 'have', 'go']",4803289
"['request', 'change', 'collect', 'arrive', 'seduce', 'steal', 'steal', 'provide', 'override', 'seduce', 'spend', 'escape', 'put', 'kill', 'kill']",1788654
"['arrive', 'attempt']",25388139
"['make', 'hold']",21735071
"['run', 'accompany', 'try', 'go', 'go', 'reveal', 'kill', 'find']",15912738
"['work', 'like', 'have', 'discover', 'occur', 'put', 'tell', 'love', 'heal', 'increase', 'remain', 'resist', 'succumb', 'reject', 'get', 'find', 'tell', 'refuse']",24589422
[],4767342
"['find', 'arrange', 'arrive']",28177482
"['dump', 'pretend', 'love', 'have', 'become']",3662683
"['tie', 'say']",35068740
"['find', 'tear']",9709159
['have'],25094002
['wound'],30673459
[],11624345
[],5786261
['know'],30706685
[],33837735
[],21132951
[],18906519
[],30490651
[],33745750
[],13542692
[],27380443
['dump'],473286
"['watch', 'encompass', 'disappear', 'run', 'hit', 'find', 'have', 'make', 'return', 'have', 'notice', 'set', 'stumble', 'witness', 'cut', 'fly', 'manage', 'lead', 'fight', 'cut', 'revive', 'collapse', 'have', 'have', 'have', 'explain', 'think']",33942920
"['hit', 'wind', 'fall', 'come', 'give', 'strike']",11388102
[],19757981
[],3644125
[],21450904
"['end', 'believe', 'take', 'become', 'love', 'meet', 'meet', 'come', 'reveal', 'use', 'love', 'ignore', 'reveal']",11823946
"['give', 'have', 'distract', 'tell', 'hold', 'fire', 'die', 'kill']",6575053
[],21714981
"['believe', 'work', 'work', 'find', 'run', 'kill']",11990695
"['marry', 'pay', 'converse', 'note', 'reveal', 'marry', 'begin', 'try', 'agree', 'decide', 'refuse', 'break', 'confirm', 'tell', 'love']",3649186
[],6935978
[],12092931
[],1596505
[],11901512
"['know', 'start']",25807103
"['insist', 'accept', 'identify', 're', 'unite', 'kidnap']",20903293
"['step', 'start', 'begin', 'begin', 'get', 'have', 'explain', 'have', 'become', 'attack', 'retreat', 'rely', 'stay', 'remain', 'offer', 'say', 'become', 'experience', 'become', 'become', 'manage', 'save', 'return', 'worship', 'remove', 'become', 'refuse', 'try', 'sight', 'begin', 'call', 'return', 'become', 'manage', 'become', 'discourage', 'have', 'know', 'reveal', 'fear', 'say', 'continue', 'notice', 'continue', 'have', 'begin', 'kill', 'capture', 'bully', 'worship']",27387452
"['continue', 'give', 'marry', 'refuse', 'shoot']",235406
"['want', 'capture', 'give', 'explain', 'return', 'notice', 'think', 'spread', 'have', 'bite', 'rush', 'convulse', 'discover', 'change', 'receive', 'reply', 'believe', 'turn', 'want', 'undergo', 'alert', 'undergo', 'release', 'tell', 'break', 'appear', 'try', 'undergo', 'manage', 'try', 'die', 'injure', 'come', 'find', 'have']",7718873
"['respond', 'give']",142423
[],29551629
[],5107196
"['meet', 'try', 'begin']",30476388
[],30005855
[],6747334
"['yearn', 'quit', 'take', 'learn', 'cover', 'discover', 'write', 'realize', 'try', 'leave', 'trash', 'pack', 'burn', 'coerce', 'take', 'find', 'mistake', 'end', 'cry', 'discover', 'take', 'assault', 'seize', 'take', 'shrug', 'have', 'run', 'calm', 'go', 'get', 'poke', 'come']",2209027
[],14746604
[],8191245
"['plan', 'hire', 'start']",20914710
['turn'],27369092
"['support', 'come', 'conceal']",24268011
"['rid', '’s', 'deny', '’s', 'take', 'have', 'have', 'return', 'meet', 'conspire', 'like', 'want', 'go', 'withdraw', 'carry', 'become', 'put', 'hear', 'try', 'wake', 'hear', 'go', 'return', 'shoot', 'want', 'go', 'say', 'shoot', 'keep', 'struggle', 'struggle', 'fall', 'tell', 'exclaim', 'store', 'flee', 'take', 'begin', 'spot', 'go', 'make', 'tell']",4154028
"['walk', 'run', 'become', 'leave', 'look', 'travel', 'reach', 'travel', 'attack', 'shoot', 'sleep', 'wish', 'witness', 'stay', 'come', 'own', 'operate', 'raise', 'meet', 'have', 'have', 'allow', 'allow', 'arrive', 'discover', 'tell', 'suspect', 'see', 'lobby', 'go', 'sell', 'tell', 'take', 'kill']",770277
[],18133264
[],25588342
[],22479768
"['find', 'find', 'resolve', 'give', 'refuse', 'recover', 'have', 'decide', 'refuse', 'forgive', 'accept', 'enlist', 'find', 'offer', 'order', 'cage', 'take', 'drop', 'accept', 'try']",6002183
[],6540216
"['escape', 'find']",31509403
['change'],225473
"['go', 'arrest']",32995532
[],36566804
"['open', 'show', 'open', 'join', 'show', 'love', 'realize', 'saw', 'buy', 'live', 'want', 'tell', 'want', 'discuss']",24073089
[],30405742
"['argue', 'have', 'suggest']",23991052
[],6084851
"['use', 'blow', 'use', 'take', 'teach', 'teach', 'enjoy', 'have', 'realize', 'run', 'run', 'come', 'find', 'die', 'carry', 'attempt', 'lead', 'believe', 'lead', 'live', 'take']",2322506
[],13495023
"['die', 'shoot']",1813912
[],23605990
"['use', 'end', 'lose', 'reveal', 'believe', 'display', 'work', 'turn', 'find', 'remember', 'go', 'reason', 'need', 'use', 'get', 'storm', 'try', 'disapprove', 'ride', 'go', 'show', 'trip', 'get', 'reach', 'spray', 'reach', 'think', 'get', 'faint', 'ask', 'hand', 'see', 'listen', 'graduate', 'lay', 'listen', 'get', 'see', 'watch', 'visit', 'go', 'find', 'go', 'reprimand', 'smell', 'run', 'light', 'take', 'help', 'go', 'break', 'hit', 'shield', 'stab', 'grab', 'die', 'take', 'display', 'work', 'turn']",32558509
"['go', 'operate', 'go', 'tell', 'show', 'introduce', 'begin', 'break', 'cry', 'sing', 'agree', 'step', 'perform', 'urge']",35030619
[],9138693
"['have', 'sleep', 'have', 'deny', 'sleep', 'break', 'wait']",19332675
"['grow', 'go', 'discover', 'tell', 'call', 'have', 'hide', 'tell', 'bang', 'send', 'discover', 'prepare', 'suspect', 'worry', 'throw', 'force', 'pull', 'hand', 'turn', 'flee', 'stumble', 'leap', 'stab', 'grope', 'emerge', 'leave', 'leave', 'take', 'become', 'see', 'become', 'give', 'speak', 'call', 'go', 'go', 'steal', 'tell', 'discover', 'tell', 'signal', 'send', 'send', 'send', 'come', 'send', 'pour', 'refuse']",19755481
"['torture', 'do', 'tell', 'take', 'try', 'overpower']",27368886
"['take', 'promise', 'marry', 'see', 'escape', 'rent', 'give', 'run', 'refuse', 'call', 'drag', 'arrest', 'drag', 'approve', 'trick', 'tell', 'drag', 'manage']",5925279
"['commit', 'return', 'shoot', 'look']",26499399
[],35764248
[],26393786
[],27997130
"['see', 'reunite', 'figure', 'follow', 'tell', 'let', 'forgive', 'follow', 'recite', 'get', 'throw', 'take', 'run', 'tell', 'know', 'sneak', 'do', 'see', 'reunite', 'let', 'get', 'follow', 'capture', 'say', 'give', 'burst', 'pick', 'take', 'attempt', 'appear', 'chase', 'burst', 'miss', 'work']",7429667
[],30866673
[],34501845
"['owe', 'suggest', 'suggest', 'discover', 'track', 'confront', 'track', 'confront', 'deduce', 'deduce', 'turn', 'turn', 'propose', 'accept', 'accept', 'drive', 'owe', 'strangle', 'lock', 'pop', 'arrive', 'hold', 'tell', 'know', 'tell']",30622939
"['figure', 'find', 'race', 'love', 'try']",1373219
[],2311219
[],26834911
"['get', 'excuse', 'sit', 'become', 'hat', 'fight', 'help', 'live', 'want', 'fall', 'go', 'know', 'lie', 'have', 'leave', 'want', 'show', 'meet', 'keep', 'end', 'go', 'try', 'come', 'die', 'end', 'give', 'want', 'transfer', 'find', 'keep', 'love', 'become']",20120996
[],20533021
"['try', 'move', 'ask', 'apologize', 'promise', 'know', 'obsess', 'know', 'have', 'decide', 'continue', 'feel', 'decide', 'enlist', 'wait', 'get', 'call', 'inform', 'wait', 'admit', 'create', 'reach', 'discover', 'need', 'go', 'ask', 'invite', 'decline', 'become', 'accuse', 'do', 'ask', 'take', 'reply', 'think', 'have', 'blame', 'neglect', 'say', 'meet', 'rush', 'apologize', 'renew', 'want', 'suggest', 'reveal', 'want', 'leave', 'meet', 'meet', 'realize', 'rush', 'go', 'tell', 'tell', 'realize', 'know', 'forgive', 'welcome', 'refuse', 'throw', 'tell', 'leave', 'keep', 'ruin']",31083557
"['take', 'start']",13448042
[],18563253
[],25858471
['plan'],9916623
"['lose', 'prevail', 'come']",20753929
"['rescue', 'attempt']",6777222
[],26464187
[],26182742
"['leave', 'turn', 'fake', 'give']",5733324
[],8262659
[],26003987
[],6285350
"['relate', 'marry', 'obtain', 'need', 'find', 'hide', 'admit', 'throw', 'buy', 'continue', 'appal', 'go', 'support', 'end', 'cover', 'lead', 'leave', 'give', 'take', 'help', 'expand', 'contract', 'die']",4995581
[],20805584
"['arrange', 'mean', 'realize', 'beg', 'do', 'stand', 'mock', 'fall', 'leave', 'have', 'spend', 'confess', 'have', 'use', 'tell', 'go', 'plan', 'inherit', 'embrace', 'leave', 'break']",2257358
[],11074454
[],12113134
"['return', 'meet', 'beg', 'pinpoint', 'give', 'provide', 'have']",5239234
[],18066729
"['tell', 'show', 'convince', 'find', 'realize', 'pocket', 'learn']",6593182
"['discover', 'go', 'bring', 'get', 'use', 'miss']",3257958
"['fall', 'hinder']",4716139
['do'],22480532
"['find', 'become', 'stab', 'change', 'start', 'try', 'escape', 'break', 'knock', 'beat', 'raise', 'become', 'make', 'start', 'sneak', 'attack', 'rise']",9294
[],32803232
[],3389457
[],8511975
[],24840023
"['appear', 'become', 'throw', 'give', 'go', 'make', 'drive', 'give', 'end', 'meet', 'want', 'afford', 'say', 'have', 'have']",1330432
"['plead', 'agree', 'inform', 'want', 'attempt', 'attempt', 'ascend', 'expose', 'ask', 'take']",518117
"['take', 'promise']",19389615
[],14359457
"['fall', 'find', 'carry', 'decide', 'grow', 'begin', 'begin']",6270685
"['cover', 'climb', 'go', 'survive', 'tell', 'reply', 'owe', 'owe']",11250635
"['have', 'take', 'reveal', 'plant', 'die', 'take', 'leave']",6752415
"['invite', 'hire', 'find', 'decide', 'run']",6369452
"['share', 'die']",2862137
"['nurse', 'find']",5283066
[],13259610
"['suffer', 'get', 'concoct', 'meet', 'get', 'decide']",4199982
"['leave', '’s', 'realise', 'go', 'notice', 'leave', 'know', 'understand', 'grow', 'dub', 'know', 'talk', 'deny', 'run']",14570672
"['appear', 'throw', 'become', 'jeopardize', 'use', 'start', 'resist', 'talk', 'allow', 'don', 'adopt', 'come', 'escape', 'pack', 'turn', 'remain']",25098041
[],1424603
"['return', 'reflect', 'think', 'talk', 'feel', 'feel', 'quote', 'add']",19703899
"['stand', 'seem', 'leave', 'find', 'hide', 'have', 'alert', 'live', 'try', 'fail', 'do', 'please', 'embrace', 'accept', 'have', 'become', 'ask', 'echo']",12786966
[],3523090
"['cripple', 'come', 'try', 'become', 'fall', 'kill', 'leave', 'learn', 'download', 'attempt', 'botch', 'do', 'fail', 'turn', 'enter', 'play', 'join', 'attack', 'survive', 'wound', 'seem', 'reveal']",20887118
[],3723154
"['lock', 'break', 'dress', 'drive', 'escape', 'discover', 'hear']",2274938
"['finish', 'lift', 'drink', 'slap', 'have', 'complete', 'go', 'offer', 'push', 'lie', 'gyrate', 'stand', 'raise']",14983036
[],3147170
[],7529479
[],29049575
[],8665259
[],31844153
"['change', 'end', 'pursue']",9734319
"['attempt', 'find', 'survive', 'steal', 'bring', 'travel', 'try', 'try', 'tell', 'get', 'happen', 'work', 'meet', 'decide', 'save', 'go', 'leave', 'get', 'happen', 'warn', 'save', 'become', 'mobilise', 'attempt', 'threaten']",10016740
[],28983795
"['inspire', 'double']",22829
[],9141521
"['vow', 'uncover']",12333653
[],34506820
['marry'],11627124
"['fulfill', 'base', 'do', 'panic', 'implore', 'evolve', 'overhear', 'seduce']",1307956
[],34410222
[],6009073
"['hold', 'arrive', 'recognise']",3177319
"['meet', 'wish', 'disclose', 'clean', 'spectate', 'say', 'agree', 'feel', 'hear', 'run', 'follow', 'refuse', 'say', 'have', 'interrupt', 'discover', 'misread', 'decide', 'make', 'die', 'tell', 'turn', 'find', 'storm', 'fall', 'tell', 'go', 'have', 'sleep', 'receive', 'leave', 'try', 'turn', 'attempt', 'bet', 'win', 'ask', 'ask', 'receive', 'try', 'brush']",22457596
[],27972540
"['realise', 'flee', 'flee', 'fall', 'throw', 'become', 'head']",2906378
[],1871096
"['walk', 'come', 'strike']",16898363
"['go', 'seem', 'reach']",35295429
[],33743642
['look'],17938594
"['bumble', 'find', 'find', 'help', 'find', 'foment', 'overpower', 'find', 'warn']",797330
[],26816029
[],34171890
[],8094606
[],3098782
[],8418734
[],7171361
[],8956466
[],7977406
"['come', 'feel', 'leave']",16179846
[],19203309
['respond'],17063416
[],15052685
"['find', 'begin', 'compete']",17991914
[],32136365
[],21716330
"['throw', 'give', 'notice', 'give', 'smack', 'expose', 'check', 'want', 'want', 'open', 'ask', 'see', 'hit', 'agree']",3192223
[],6838347
[],33431914
"['become', 'shock', 'intend', 'take', 'run', 'lead', 'comment', 'want', 'convince', 'pretend', 'send', 'state', 'call', 'join', 'escape', 'find', 'work', 'become', 'tell', 'say', 'leave', 'trust', 'eat', 'say', 'discover', 'say', 'have', 'know', 'know', 'welcome', 'go', 'love', 'ask', 'tell', 'sing', 'sing', 'join', 'leave', 'escape', 'come', 'enter', 'sing', 'join']",61494
[],3875037
"['trip', 'bring', 'leave', 'discover', 'share', 'throw', 'meet', 'resemble', 'wish', 'pretend', 'go', 'discover', 'agree', 'have', 'continue', 'cover', 'look', 'sing', 'sneak', 'go', 'ask', 'kiss', 'prevent', 'remind', 'expose', 'introduce', 'have', 'take', 'have', 'respect', 'look', 'find', 'help', 'tell', 'tell']",203413
"['tell', 'have', 'turn', 'go', 'see', 'run', 'try', 'do', 'do', 'try', 'look', 'stand', 'cry', 'walk', 'walk']",5981203
"['become', 'testify', 'introduce']",30097713
[],28822507
"['make', 'come', 'lodge', 'find', 'call', 'hide', 'drive', 'get', 'patch', 'take', 'disregard', 'make', 'drink', 'pretend', 'begin', 'face', 'explain', 'discover', 'try', 'get', 'take', 'meet', 'explain', 'shoot', 'go', 'go', 'ask', 'try', 'go', 'find', 'drive']",8204853
[],4179195
"['buy', 'keep', 'hang', 'commit', 'walk', 'push', 'take', 'refuse', 'go', 'get', 'sign']",204774
"['attack', 'have', 'mutate', 'grow', 'have']",17049621
[],8423977
['pass'],6014959
[],35002799
[],26283768
[],4268056
[],15842654
[],5719024
"['offer', 'refuse', 'tell', 'continue', 'finish', 'begin', 'decide', 'want', 'die', 'fear', 'lose', 'disapprove', 'mean', 'feel', 'choose', 'accept', 'become', 'give', 'turn', 'buy', 'talk', 'go']",25480074
"['rush', 'make', 'spurn']",9916970
[],265033
[],11102452
"['call', 'say']",14711494
[],2155517
"['live', 'see', 'find', 'read', 'meet', 'congratulate', 'hear', 'have', 'have', 'advices', 'take', 'want', 'deal', 'live', 'die']",34638152
[],8764467
[],28756896
"['like', 'run', 'want', 'want', 'end', 'start', 'run', 'watch']",17643352
[],6004920
"['try', 'ignore', 'follow', 'receive', 'find', 'kill', 'attack', 'tell', 'try', 'thwart', 'attack', 'thwart']",305909
[],11236428
"['come', 'feel', 'feel', 'love', 'pull', 'do', 'get', 'have']",1324717
['leave'],106352
[],26004682
[],19389514
"['go', 'hang']",24228496
[],21447744
['prepare'],24277283
[],11293276
[],16673820
"['join', 'take', 'seem', 'believe']",25335991
[],5159732
"['have', 'walk', 'interview', 'picket', 'meet', 'find', 'attempt', 'greet', 'start', 'have', 'tie', 'note', 'dream', 'cycle', 'apologize', 'return', 'destroy', 'have', 'return']",917524
[],16150645
"['miss', 'become', 'declare', 'declare', 'have', 'say', 'come', 'make', 'set', 'take', 'realize', 'find', 'resolve', 'break', 'leave', 'tell', 'apologize', 'start', 'explain', 'leave', 'get', 'call']",33567266
[],3182458
[],14901197
"['sully', 'seem', 'try', 'use', 'use', 'meet', 'escape', 'help', 'resign', 'save', 'figure', 'set', 'encounter', 'suspect', 'save', 'escape', 'give', 'meet', 'plant', 'reconcile', 'drive', 'call', 'know', 'share', 'arrive', 'try', 'save']",474750
"['set', 'murder']",32777283
[],6002416
"['escape', 'hop', 'meet', 'comply', 'go', 'find', 'fall', 'decide', 'decide', 'lead', 'call', 'return', 'misunderstand', 'believe', 'realise', 'dispatch', 'run']",3322205
[],3006994
[],9537791
"['meet', 'meet', 'learn', 'want', 'discover', 'intend']",23910715
['begin'],45772
"['need', 'hire', 'help']",7537280
"['recover', 'announce', 'expect', 'deliver', 'begin', 'collapse', 'remain', 'arrive', 'offer', 'take', 'break', 'begin', 'focus', 'ask', 'name', 'go', 'rush', 'hire', 'bear', 'provide']",600008
[],15428140
[],7671792
"['come', 'need', 'want', 'wait']",5983605
"['tell', 'hear', 'inform', 'come', 'run', 'guess', 'get', 'get', 'think', 'give', 'manage', 'visit', 'want', 'feel', 'tell', 'feel', 'need', 'sit', 'ask', 'accept', 'seek', 'consider', 'provide', 'state', 'condemn', 'hand', 'sing', 'remark']",7548602
[],33614310
[],30439611
[],14935392
"['marry', 'arrange', 'kill']",26561332
[],5672605
[],19078967
"['come', 'keep', 'come']",5657238
[],35019319
[],29549727
"['love', 'start', 'want', 'want', 'go', 'take', 'go', 'have', 'move', 'feel', 'break', 'become', 'finish', 'find', 'get', 'go', 'quit', 'rush', 'act', 'send', 'return', 'meet', 'convince', 'come', 'rush', 'find', 'beg', 'confess', 'tell', 'realize', 'allow']",25958067
[],3709021
['inform'],4734122
"['meet', 'marry', 'fear']",17193728
"['reject', 'fall', 'send', 'meet', 'regain', 'change', 'fall', 'scorn', 'say', 'marry']",785488
[],11493672
"['have', 'wait', 'say', 'say', 'want', 'kill', 'want', 'kill', 'chase', 'go', 'find', 'want', 'interrupt', 'interrupt', 'take', 'pursue', 'meet', 'offer']",30714098
"['stop', 'allow', 'tell', 'try', 'make', 'arrive', 'ask', 'learn', 'make', 'rescue', 'activate']",6215073
"['settle', 'belong']",21099183
"['try', 'move', 'continue', 'suffer', 'visit', 'help', 'threaten', 'give', 'love', 'have', 'put', 'pick', 'walk', 'become', 'start', 'continue', 'peep', 'see', 'have', 'tell', 'help', 'go', 'take', 'acquit']",484102
"['spend', 'run', 'promise', 'catch', 'tell', 'start', 'say', 'start', 'fall', 'reveal', 'know', 'go', 'reveal', 'consider', 'live', 'despise', 'return', 'kiss', 'kiss', 'look', 'do']",4415958
"['dance', 'see', 'get', 'kill', 'slay', 'leave', 'return', 'decide', 'think', 'tell', 'provoke', 'see', 'go', 'give', 'vow']",9307052
[],17489502
"['take', 'beat', 'assume']",101523
"['start', 'arrive', 'outrage']",25223887
"['stay', 'try', 'convince']",12152908
[],14060163
"['have', 'keep', 'have', 'chop', 'start', 'copy', 'arrive', 'go', 'take', 'pass', 'learn', 'return', 'confront', 'hug', 'have', 'play', 'offer', 'invite', 'convince', 'send', 'flee', 'leave', 'see', 'try', 'try', 'end', 'reveal', 'encourage', 'say', 'deal', 'wish', 'spot', 'send', 'trick', 'get', 'become', 'read', 'print', 'try', 'keep', 'accuse', 'accept', 'become', 'read']",1697309
['survive'],10014126
"['care', 'do', 'drug', 'have', 'divorce', 'like', 'rescue']",25489908
[],20627774
[],35316287
[],14840073
[],10395114
"['enchant', 'allow', 'ask', 'match', 'leave', 'cross', 'talk', 'show', 'play', 'collect', 'pay', 'pass', 'play', 'assume', 'promise', 'become', 'give', 'have', 'sit']",6788669
"['look', 'daydream', 'walk', 'fall', 'slip', 'sing', 'miss', 'sing']",23805662
[],32715601
[],12494128
[],9214302
[],35131808
"['start', 'set', 'show', 'show', 'inform', 'find', 'make', 'lie', 'try', 'come', 'lead', 'fly']",17758086
[],31805047
"['take', 'give', 'befriend', 'keep', 'escape', 'take', 'expose', 'console']",1862086
[],42861
"['enroll', 'commence']",23057797
"['become', 'fire', 'have', 'leave', 'break', 'trash', 'keep', 'wind', 'inherit']",6902699
[],5965800
"['pay', 'begin']",3410910
"['get', 'look', 'beat', 'drive', 'fantasize', 'explain', 'buy', 'say', 'take', 'drive', 'return', 'flee', 'arrive', 'hand', 'leave', 'get', 'drive', 'drive', 'agree', 'pack', 'get', 'shoot', 'stop', 'point', 'drive', 'know', 'agree', 'look', 'cover', 'return', 'have', 'return', 'stick', 'call', 'report', 'kill', 'inherit', 'get', 'kill', 'tell', 'inquire', 'run', 'pick', 'kill', 'sit', 'enter', 'meet', 'pay', 'show', 'leave', 'confess', 'inherit', 'swear', 'fall']",8454631
[],35030681
[],6551508
"['arrive', 'land', 'begin', 'tell', 'have', 'try', 'lose', 'plan', 'kill', 'find', 'find', 'begin', 'declare', 'realise', 'marry']",4707517
[],21674541
[],2870583
