events,wiki_id
"['revenge', 'four', 'sword', 'father', 'murder', 'eye', 'father', 'opponent', 'father', 'father', 'father', 'servant', 'cheek', 'hand', 'name', 'identity', 'face', 'body', 'intestines', 'sword', 'intestines', 'sword', 'magic', 'hand', 'head', 'son', 'shirt', 'house', 'land', 'staff', 'way', 'way', 'body', 'hair', 'hair', 'fun', 'sword', 'house', 'house', 'page', 'daughter', 'commanders', 'men', 'army', 'residence', 'neck', 'army', 'body', 'people', 'daughter', 'son', 'heir', 'body', 'armour', 'pad', 'platitudes', 'spirit', 'comrades']",1520023
"['insurgents', 'accomplices', 'enemy']",14582951
"['partner', 'officer', 'wife', 'pursuit', 'eye', 'house', 'life', 'job', 'addiction', 'decision', 'wife', 'time', 'life', 'friend', 'wife', 'job', 'man', 'men', 'mole', 'men', 'helicopter', 'gun', 'nephew', 'body']",4803289
"['life', 'narcotics', 'office', 'supply', 'intentions', 'office', 'threats', 'distress', 'anxiety', 'mark', 'office', 'brother', 'chair', 'brother', 'own', 'skills', 'teeth', 'brother', 'teeth', 'office', 'chair', 'murder', 'sister', 'corpse']",1788654
"['wife', 'father', 'sister-', 'love', 'district', 'mark', 'son', 'wife', 'history']",25388139
[],21735071
"['life', 'wing', 'headquarter', 'assistant', 'daughter', 'name', 'lab', 'help']",15912738
"['town', 'life', 'father', 'arrival', 'sweetheart', 'father', 'dream', 'community', 'motorbike', 'goal', 'dream', 'sense', 'hand', 'hand', 'advance', 'friends', 'experience', 'father', 'relationship', 'party', 'advance', 'son', 'son']",24589422
"['mother', 'come', 'maturity']",4767342
"['charge', 'mistress', 'wife', 'wife', 'mistress', 'crowd', 'innocence']",28177482
"['mother', 'interest', 'family', 'cousin', 'manager', 'organization', 'mind', 'dispose', 'revue', 're', 'view', 'bedroom', 'pajamas', 'crop', 'breakdown', 'chief', 'wife', 'chief']",3662683
"['mother', 'friend', 'mother', 'kidnap', 'bless', 'sister', 'boat', 'wife']",35068740
"['character', 'years', 'superiors', 'contract', 'wife', 'wife', 'knowledge', 'superiors', 'contract', 'contract', 'rank', 'policemen', 'life', 'eye']",9709159
['friends'],25094002
"['parent', 'conscience', 'cousin', 'plan', 'hit', 'conscience', 'friend', 'own', 'journey', 'web', 'sight']",30673459
"['career', 'mentor', 'aid', 'lookalike', 'identity', 'death', 'identity']",11624345
"['instrument', 'trumpet', 'trick', 'rendition', 'trumpet', 'try', 'try', 'weapon', 'target', 'play', 'spirit']",5786261
[],30706685
['family'],33837735
"['similarity', 'co', 'md', 'job', 'sister', 'accomplices', 'family', 'father', 'father', 'life', 'life', 'body', 'office']",21132951
['assistance'],18906519
"['uncle', 'uncle', 'attempt']",30490651
"['appearance', 'court', 'affection', 'appreciation', 'voice', 'concern', 'opposition', 'councilor']",33745750
"['wife', 'children', 'grandpa']",13542692
['assistants'],27380443
"['girlfriend', 'oracle', 'mdash', 'life']",473286
"['crew', 'innocence', 'power', 'innocence', 'dream', 'hatred', 'hand', 'shadow', 'dream', 'friends']",33942920
['mother'],11388102
['feet'],19757981
"['editor', 'debt', 'friends', 'newspaper', 'escape', 'predicament', 'girlfriend', 'girlfriend', 'promise', 'men', 'stooge', 'men', 'men', 'confession']",3644125
[],21450904
"['woo', 'olivia', 'page', 'gender', 'attempt', 'friend', 'appearance', 'death', 'song']",11823946
"['weapon', 'guilt', 'nerve', 'ascent', 'death', 'spine']",6575053
"['governess', 'attraction']",21714981
"['hunt', 'home', 'control', 'hat', 'trail', 'days', 'home', 'tent', 'wife', 'girlfriend', 'hermit', 'home', 'window', 'mother', 'men', 'son', 'partner']",11990695
"['wife', 'school', 'money', 'brother', 'mother', 'inheritance', 'mother', 'brother', 'money', 'wed', 'money', 'father', 'room', 'father', 'offer', 'illness', 'parent']",3649186
[],6935978
"['situation', 'father']",12092931
"['father', 'death']",1596505
[],11901512
[],25807103
"['car', 'innocence', 'feelings', 'colony', 'denials', 'photograph', 'arrival', 'mother', 'mother', 'finger', 'mouth', 'father', 'mother', 'singh', 'manges', 'son', 'statement', 'childhood']",20903293
"['estate', 'place', 'date', 'family']",27387452
"['daughter', 'daughter', 'family', 'daughter', 'daughter', 'frustrations', 'anger', 'revenge', 'arm', 'helplessness', 'family', 'wife']",235406
"['partner', 'sentence', 'way', 'girlfriend', 'transformation', 'apartment', 'leave', 'girlfriend']",7718873
"['father', 'customer', 'bicycle', 'poems', 'love', 'poetry', 'man', 'dismay', 'secretary', 'child', 'wife', 'mail', 'view', 'poetry', 'help', 'arrest', 'belongings']",142423
[],29551629
[],5107196
['daughters'],30476388
[],30005855
"['lot', 'lessons', 'pose']",6747334
"['boss', 'novel', 'worth', 'situation', 'relationship', 'shack', 'novel', 'imagination', 'novel', 'arm', 'neighborhood', 'frustration', 'book', 'feelings', 'swear', 'shack', 'book', 'mother']",2209027
['henchmen'],14746604
"['plan', 'identity', 'estate']",8191245
['phobia'],20914710
"['mind', 'family']",27369092
"['performance', 'bedroom', 'film', 'wife', 'bed', 'wife', 'wife', 'wife', 'watch', 'daughter', 'tear', 'love', 'daughter', 'character', 'flag', 'scooter', 'self', 'self', 'father', 'merit', 'audience', 'life']",24268011
"['entrance', 'art', 'darkroom', 'work', 'girlfriend', 'relationship', 'book', 'picture', 'book', 'neighbor', 'landlord', 'story', 'suspicions', 'web', 'scene', 'escape', 'neighbor', 'house', 'backyard', 'plan', 'neck', 'state', 'hypnosis', 'body', 'apartment', 'apartment', 'chest', 'body', 'apartment', 'assets', 'decision', 'money', 'assets', 'signature', 'estate', 'estate', 'deathbed', 'assets', 'death', 'body', 'soul', 'corpse', 'partner', 'partner']",4154028
"['arm', 'misbehavior', 'son', 'son', 'affairs', 'mother', 'mother', 'mother', 'girlfriend', 'mother', 'mother', 'blood']",770277
"['savings', 'attitude', 'roommate']",18133264
"['dream', 'identity', 'money']",25588342
"['boss', 'bounty']",22479768
"['father', 'mother', 'integrity', 'neighbor', 'friendship', 'people']",6002183
['past'],6540216
[],31509403
"['file', 'attempt', 'time', 'teeth']",225473
['wife'],32995532
"['clients', 'web']",36566804
"['father', 'sister', 'father', 'mother', 'family', 'life', 'job', 'wife', 'foot', 'sanity', 'sanity', 'state', 'mother', 'father', 'father', 'tune', 'parent', 'sister', 'doorsteps', 'parent', 'parent', 'sister', 'parent', 'house']",24073089
[],30405742
"['partner', 'journal', 'body', 'death', 'family']",23991052
['daughter'],6084851
"['costume', 'rescue', 'rescuer', 'claim', 'order', 'imprisonment', 'imprisonment', 'direction', 'wife', 'voiceover', 'treatment', 'technologies', 'hat']",2322506
[],13495023
"['lover', 'wife', 'rifle', 'gun', 'body']",1813912
[],23605990
"['hand', 'release', 'eye', 'interview', 'body', 'funeral', 'room', 'picture']",32558509
"['song', 'suit', 'discovery', 'shoulder', 'waistband', 'doll', 'whisk', 'deckhand', 'cap', 'boss', 'restaurant']",35030619
[],9138693
"['friend', 'prompt', 'misunderstandings', 'hand', 'chance', 'life', 'job', 'marriage', 'flat']",19332675
"['face', 'intentions', 'grasp', 'strength', 'stagger', 'partner', 'own', 'confederate', 'wife', 'wife', 'pose', 'studio']",19755481
"['protection', 'devon', 'background', 'wife', 'donors']",27368886
"['choice', 'estate', 'guests', 'aunt', 'revenge', 'disapproval']",5925279
"['boss', 'message', 'way', 'mission', 'card', 'doctor', 'phone', 'estate', 'camel', 'men', 'honor', 'place', 'men', 'colleague', 'nom', 'message', 'room', 'forearm', 'overpower', 'forearm', 'man']",26499399
[],35764248
"['wife', 'child', 'peace', 'peace', 'life', 'daughter']",26393786
[],27997130
"['father', 'wed', 'mother', 'father', 'house', 'money', 'assignment', 'escort', 'room', 'man', 'date', 'bronco', 'back', 'bodyguards', 'thugs', 'thugs', 'room', 'thugs', 'thugs', 'way', 'office']",7429667
"['sister', 'daughter', 'gun', 'friend', 'sister', 'business', 'payment', 'love', 'factory', 'computer', 'factory', 'train', 'helicopter', 'girlfriend', 'club', 'consignment', 'help', 'grievances', 'activities', 'son']",30866673
"['dream', 'village', 'grandfather', 'sweetheart', 'deceit', 'cousin']",34501845
"['wife', 'lover', 'work', 'ward']",30622939
"['father', 'family', 'house', 'son', 'car', 'death', 'bed']",1373219
"['handler', 'team', 'light', 'group', 'promise', 'home', 'wife', 'child', 'family', 'squad', 'workshop', 'trust', 'way', 'build', 'room', 'bed']",2311219
['plan'],26834911
"['year', 'love', 'pal', 'group', 'group', 'feelings', 'flower', 'father', 'mind', 'friends', 'friends', 'job', 'house']",20120996
['attempt'],20533021
"['marriage', 'back', 'neck', 'chagrin', 'behavior', 'office', 'secretary', 'ava', 'doctor', 'room', 'son', 'wife', 'advice', 'wife']",31083557
"['friend', 'murder']",13448042
[],18563253
"['admirer', 'admirer', 'cage', 'owner', 'throat', 'sing', 'room', 'phrase']",25858471
[],9916623
"['sweetheart', 'stand']",20753929
"['sidekick', 'employees', 'office', 'project', 'employees', 'employees', 'mind', 'employees', 'mistake', 'life', 'taunt', 'place', 'anger', 'head', 'friend', 'parent', 'temper', 'debut']",6777222
"['boss', 'boss', 'desk', 'death', 'murderer']",26464187
"['struggle', 'friends', 'god', 'dream']",26182742
"['live', 'wife', 'monahan', 'daughter', 'friend', 'mother', 'family', 'vices', 'wife', 'daughters', 'resolve', 'chagrin', 'family', 'mother', 'best']",5733324
"['friend', 'identity', 'cohort', 'girlfriend']",8262659
"['father', 'interest', 'connections', 'attempt', 'lyric', 'classmates', 'band']",26003987
"['brother', 'brother']",6285350
"['manipulation', 'greed', 'unwillingness']",4995581
"['motive', 'buddy', 'loyalty']",20805584
"['sister', 'husband', 'chain', 'manners', 'apprenticeship', 'patron', 'fortune', 'face', 'forgiveness', 'suspicion', 'expectations', 'enemy', 'nemesis', 'daughter']",2257358
['identity'],11074454
"['daughter', 'cousin', 'lover']",12113134
"['friends', 'help', 'lightning', 'team', 'friends', 'flight', 'airbase', 'force', 'cartel', 'plan', 'jet', 'land', 'plane', 'members', 'sister', 'father', 'funeral', 'plane', 'zero', 'plane', 'spitfire']",5239234
"['wife', 'daughter', 'career', 'life', 'daughter.based']",18066729
"['career', 'theories', 'own', 'amplifier', 'minions', 'book']",6593182
"['wife', 'laws', 'silvia', 'ex', 'closet', 'coat', 'company', 'life', 'business', 'son', 'lack', 'job', 'voice', 'family', 'honor', 'goal', 'position', 'job', 'trickery', 'figure', 'victims']",3257958
"['disapproval', 'allegiance', 'fear', 'sister', 'marriage']",4716139
"['effort', 'side', 'head']",22480532
"['girlfriend', 'girlfriend', 'injuries', 'body', 'eye', 'death']",9294
"['labour', 'life', 'son']",32803232
[],3389457
[],8511975
"['wife', 'hand', 'empire', 'head', 'place']",24840023
"['child', 'parent', 'mother']",1330432
"['heart', 'father', 'army', 'father', 'wife', 'wife', 'prayers', 'ring', 'promise', 'subject', 'ring', 'son', 'hand', 'mother', 'mother', 'escape', 'son', 'father', 'place']",518117
[],19389615
"['friends', 'stories']",14359457
"['secret', 'family', 'brother', 'child']",6270685
"['vision', 'cape', 'lair', 'control', 'payload', 'clothe', 'costume', 'lair']",11250635
"['family', 'sister', 'cousin', 'taste', 'surprise', 'childhood', 'lola', 'stupor']",6752415
[],6369452
"['niece', 'mother', 'lavanya']",2862137
"['boss', 'pay', 'head', 'documentation', 'memory', 'way', 'role', 'file', 'redemption', 'rebirth', 'captors', 'involvement', 'friends', 'leg', 'back', 'revenge', 'company', 'offer', 'farm', 'henchmen', 'farm', 'henchmen', 'shoe', 'shoe', 'body', 'head', 'quest', 'house', 'file', 'widow']",5283066
['men'],13259610
[],4199982
"['job', 'behaviour', 'way']",14570672
"['wife', 'boss', 'wife', 'position', 'boss', 'advance', 'boss', 'transgression', 'apartment', 'boss', 'loyalty', 'circumstances']",25098041
"['career', 'student', 'sidekick']",1424603
[],19703899
"['nightmares', 'horse', 'nightmares', 'friendship', 'paintings', 'attentions', 'blindness', 'relationship', 'infatuation', 'desperation', 'attachment', 'plan', 'plan', 'nightmare', 'dream', 'attitude', 'blindness', 'motives', 'friend', 'masterpiece', 'portrait', 'paintings', 'life', 'obsession', 'past', 'life']",12786966
"['village', 'friend']",3523090
"['intention', 'intent', 'plan', 'identity', 'counsel', 'rifle', 'mind', 'chapel', 'plan', 'self', 'hand', 'team', 'teammates', 'teammates', 'companion', 'friends', 'team', 'be', 'team', 'group', 'family', 'wife', 'suicide', 'wife', 'name', 'parent', 'tirade', 'body', 'quarter', 'action']",20887118
['office'],3723154
"['companion', 'wheelchair', 'shack', 'mother', 'intelligence', 'mother', 'mother', 'shoulder', 'face', 'rampage', 'friends', 'feet', 'throat', 'dog', 'head']",2274938
"['hand', 'hand', 'penis', 'bob', 'skirt', 'most', 'clothe']",14983036
[],3147170
"['mother', 'brothers', 'father', 'father', 'father']",7529479
[],29049575
"['father', 'uncle', 'uncle']",8665259
"['daughter', 'side', 'subordinate', 'result']",31844153
"['parent', 'eye', 'parent', 'child']",9734319
"['mistress', 'friend']",10016740
[],28983795
"['role', 'consort']",22829
"['body', 'skull', 'word', 'ball', 'tak']",9141521
"['boss', 'death', 'distance', 'superiors', 'girlfriend']",12333653
"['friend', 'parent', 'job', 'house']",34506820
"['father', 'goal', 'money', 'company', 'ambition', 'sister', 'sister']",11627124
"['day', 'portrayal', 'dresser', 'rant', 'seduce', 'lover', 'performances', 'ability', 'mistress']",1307956
[],34410222
"['funeral', 'friends', 'secrets', 'request', 'request', 'son', 'friend']",6009073
"['underwear', 'word', 'pipe', 'cigar', 'story', 'head', 'ears', 'life', 'self', 'job', 'memory', 'head', 'valet', 'pant', 'bank']",3177319
"['bedroom', 'dog', 'brother', 'friends', 'nathan', 'friends', 'mom', 'mom', 'brother', 'dick', 'mother', 'friends', 'friends', 'signature', 'brother', 'party', 'promise', 'phone', 'girlfriend', 'friend', 'bedroom', 'penis', 'horror']",22457596
"['family', 'uncle', 'brother', 'brother', 'sibling', 'card', 'brother']",27972540
"['writer', 'manuscript', 'character', 'life', 'life', 'imagination', 'paramour', 'novels', 'breast', 'creator']",2906378
"['crimes', 'partner', 'friend', 'cellmate', 'step', 'girlfriend', 'brother', 'cell', 'transfer', 'showdown', 'cell', 'cell', 'house']",1871096
"['bike', 'head', 'knife', 'help', 'bike', 'offer']",16898363
[],35295429
"['job', 'buddy', 'story', 'friend', 'fixer', 'nemesis', 'way', 'story', 'people']",33743642
"['wife', 'girlfriend']",17938594
"['control', 'room', 'care', 'plan', 'daughter']",797330
['castle'],26816029
"['brother', 'brother', 'search', 'brother', 'brother', 'story', 'wife', 'innocence', 'name', 'opinion', 'autobiography', 'script', 'part']",34171890
"['family', 'house', 'house', 'quest']",8094606
"['friend', 'dream']",3098782
"['igor', 'tomatoes', 'advantage', 'castle']",8418734
"['shell', 'memories', 'sister', 'disapproval', 'anger', 'frustration', 'demons']",7171361
"['friend', 'redemption']",8956466
"['trousers', 'solution', 'solution', 'discovery', 'solution']",7977406
['anarkali'],16179846
[],19203309
"['parent', 'father', 'letter']",17063416
"['way', 'assistant', 'ex', 'flashlight', 'money']",15052685
[],17991914
[],32136365
"['mother', 'house', 'son', 'heart']",21716330
"['song', 'master', 'attempt', 'hat', 'head', 'hat', 'voice', 'head', 'pace', 'head', 'feet', 'cage', 'binoculars', 'catchphrase', 'binoculars', 'cage', 'owner', 'cage', 'window', 'level', 'window', 'room']",3192223
['ex'],6838347
"['interviewees', 'interviewees', 'topic', 'arguments']",33431914
"['men', 'presence', 'headquarter', 'men', 'life', 'wife', 'wife', 'wife', 'mercenaries', 'guard']",61494
"['life', 'life']",3875037
"['partner', 'plan', 'tape', 'microphone', 'bodyguard', 'bag']",203413
"['friends', 'friends']",5981203
"['parent', 'girlfriend']",30097713
[],28822507
"['day', 'daughter', 'wife', 'family', 'birthday', 'protest', 'pocket', 'mind', 'position', 'wife', 'wife', 'daughter', 'wife', 'coat', 'wife', 'daughter', 'phone', 'book', 'job', 'office', 'daughter', 'shame', 'stand', 'daughter', 'lack', 'car', 'diabetes', 'head', 'head', 'wife', 'house', 'house', 'oven', 'wife', 'roll', 'badge', 'skull']",8204853
"['brother', 'script', 'band', 'success', 'bar', 'behavior', 'team', 'behavior', 'efforts', 'contract', 'opinion']",4179195
"['punishment', 'news', 'mouth', 'blood', 'line', 'queen', 'position', 'fate', 'word', 'engagement', 'print', 'mouth', 'body', 'life', 'word', 'collection', 'sword', 'head', 'skill', 'affection', 'troupe']",204774
"['thumbprint', 'badge', 'thumb', 'thumb', 'badge', 'presence', 'aide', 'subordinate', 'epilepsy', 'life', 'office']",17049621
"['daughter', 'daughter', 'son', 'daughter', 'daughter', 'mission', 'sister', 'friends', 'cousin', 'son', 'son']",8423977
"['honesty', 'employer', 'employer', 'daughter', 'daughter', 'landlady', 'office', 'maidservant', 'landlady']",6014959
[],35002799
[],26283768
"['life', 'mother', 'journey', 'friend', 'mentor', 'own', 'life', 'journey', 'feelings', 'mother']",4268056
"['sweetheart', 'woman', 'uncle', 'mettle', 'nephew']",15842654
"['land', 'property', 'ranchlands', 'men']",5719024
"['work', 'mother', 'problems', 'love', 'life', 'girlfriend', 'store']",25480074
"['job', 'clients', 'advance', 'client', 'life', 'associate', 'departure', 'death', 'bluff', 'office', 'secretary', 'bluff', 'wound']",9916970
"['freedom', 'attraction', 'arm', 'request', 'rival', 'comeback']",265033
"['efforts', 'paw', 'host', 'bassinet', 'cover', 'escape', 'disguise', 'nerve', 'house', 'house']",11102452
"['friends', 'arrival', 'fearlessness', 'bravery', 'license', 'culpability', 'recommendations', 'wife', 'plane', 'flight']",14711494
['seductive'],2155517
"['photo', 'performance', 'lover', 'friends', 'men', 'army', 'castle', 'father', 'friend', 'house', 'death', 'mother']",34638152
"['increase', 'operation', 'family']",8764467
['life'],28756896
"['mind', 'actresses', 'seema', 'brother', 'mind']",17643352
"['upbringing', 'nature', 'job', 'enemies', 'encounter', 'trouble', 'friends', 'members', 'wife', 'wife', 'brother', 'mafia']",6004920
"['reputation', 'flatmates', 'colleagues', 'retirement', 'father', 'brothers', 'methods', 'family', 'retirement', 'program', 'condition', 'look', 'hometown', 'offer', 'headquarter', 'offer', 'henchwoman', 'jockey', 'home', 'collection', 'offices', 'computer', 'computer', 'complicity', 'son', 'look']",305909
['study'],11236428
[],1324717
[],106352
[],26004682
"['lamp', 'brother']",19389514
"['house', 'alarm', 'visit', 'mother', 'father', 'mother', 'cord', 'flashback', 'clothe', 'shoe', 'face', 'face', 'house', 'parent', 'try', 'breath', 'show', 'trick', 'friend', 'anniversary', 'person', 'sidekick']",24228496
"['servants', 'character', 'servant', 'eye', 'daughter', 'daughter', 'daughter', 'master']",21447744
"['venture', 'idea', 'quest', 'deal', 'concept', 'piece', 'burn']",24277283
"['parent', 'mother', 'father', 'friends', 'father', 'father', 'wed', 'father', 'money', 'office', 'blessings']",11293276
"['regret', 'mother']",16673820
"['land', 'family', 'brother', 'family', 'death', 'brother', 'family', 'stand', 'family', 'family', 'brother', 'wife', 'dhaniya', 'mother', 'men']",25335991
"['ali', 'innocence', 'ones', 'colleague', 'game']",5159732
